Player 1,Player 2,Player_1_Win,,Player 1,Player 2,Player_1_Win
Marin Cilic,Marcel Granollers,,,Marin Cilic,Marcel Granollers,1
Kei Nishikori,Juan Martin Del Potro,,,Juan Martin Del Potro,Kei Nishikori,0
Gilles Muller,Federico Delbonis,,,Gilles Muller,Federico Delbonis,1
Stanislas Wawrinka,Donald Young,,,Donald Young,Stanislas Wawrinka,0
Mischa Zverev,Guido Pella,,,Mischa Zverev,Guido Pella,1
Marin Cilic,Pablo Carreno Busta,,,Pablo Carreno Busta,Marin Cilic,0
Marcel Granollers,Jack Sock,,,Marcel Granollers,Jack Sock,1
Juan Martin Del Potro,David Goffin,,,David Goffin,Juan Martin Del Potro,0
Kei Nishikori,Paolo Lorenzi,,,Kei Nishikori,Paolo Lorenzi,1
Gilles Muller,Florian Mayer,,,Florian Mayer,Gilles Muller,0
Federico Delbonis,Ricardas Berankis,,,Federico Delbonis,Ricardas Berankis,1
Stanislas Wawrinka,Marco Chiudinelli,,,Marco Chiudinelli,Stanislas Wawrinka,0
Donald Young,Illya Marchenko,,,Donald Young,Illya Marchenko,1
Mischa Zverev,Taylor Harry Fritz,,,Taylor Harry Fritz,Mischa Zverev,0
Guido Pella,Richard Gasquet,,,Guido Pella,Richard Gasquet,1
Marin Cilic,Mikhail Youzhny,,,Mikhail Youzhny,Marin Cilic,0
Pablo Carreno Busta,Fernando Verdasco,,,Pablo Carreno Busta,Fernando Verdasco,1
Marcel Granollers,Henri Laaksonen,,,Henri Laaksonen,Marcel Granollers,0
Jack Sock,Adrian Mannarino,,,Jack Sock,Adrian Mannarino,1
David Goffin,Marcos Baghdatis,,,Marcos Baghdatis,David Goffin,0
Juan Martin Del Potro,Robin Haase,,,Juan Martin Del Potro,Robin Haase,1
Paolo Lorenzi,Nicolas Mahut,,,Nicolas Mahut,Paolo Lorenzi,0
Kei Nishikori,Dusan Lajovic,,,Kei Nishikori,Dusan Lajovic,1
Gilles Muller,Grigor Dimitrov,,,Grigor Dimitrov,Gilles Muller,0
Florian Mayer,Benoit Paire,,,Florian Mayer,Benoit Paire,1
Federico Delbonis,Andrey Kuznetsov,,,Andrey Kuznetsov,Federico Delbonis,0
Ricardas Berankis,Milos Raonic,,,Ricardas Berankis,Milos Raonic,1
Andy Murray,Jo Wilfried Tsonga,,,Jo Wilfried Tsonga,Andy Murray,0
Andy Murray,David Ferrer,,,Andy Murray,David Ferrer,1
Jo Wilfried Tsonga,Ivo Karlovic,,,Ivo Karlovic,Jo Wilfried Tsonga,0
Andy Murray,John Isner,,,Andy Murray,John Isner,1
David Ferrer,Viktor Troicki,,,Viktor Troicki,David Ferrer,0
Jo Wilfried Tsonga,Albert Ramos,,,Jo Wilfried Tsonga,Albert Ramos,1
Ivo Karlovic,Karen Khachanov,,,Karen Khachanov,Ivo Karlovic,0
Andy Murray,Gilles Simon,,,Andy Murray,Gilles Simon,1
John Isner,Feliciano Lopez,,,Feliciano Lopez,John Isner,0
Viktor Troicki,Dominic Thiem,,,Viktor Troicki,Dominic Thiem,1
David Ferrer,Joao Sousa,,,Joao Sousa,David Ferrer,0
Jo Wilfried Tsonga,Philipp Kohlschreiber,,,Jo Wilfried Tsonga,Philipp Kohlschreiber,1
Albert Ramos,Jurgen Melzer,,,Jurgen Melzer,Albert Ramos,0
Ivo Karlovic,Damir Dzumhur,,,Ivo Karlovic,Damir Dzumhur,1
Karen Khachanov,Nikoloz Basilashvili,,,Nikoloz Basilashvili,Karen Khachanov,0
Andy Murray,Martin Klizan,,,Andy Murray,Martin Klizan,1
Gilles Simon,Guillermo Garcia Lopez,,,Guillermo Garcia Lopez,Gilles Simon,0
John Isner,Jan Lennard Struff,,,John Isner,Jan Lennard Struff,1
Feliciano Lopez,Lucas Pouille,,,Lucas Pouille,Feliciano Lopez,0
Dominic Thiem,Gerald Melzer,,,Dominic Thiem,Gerald Melzer,1
Viktor Troicki,Kevin Anderson,,,Kevin Anderson,Viktor Troicki,0
Joao Sousa,Pablo Cuevas,,,Joao Sousa,Pablo Cuevas,1
David Ferrer,Kyle Edmund,,,Kyle Edmund,David Ferrer,0
Jo Wilfried Tsonga,Benjamin Becker,,,Jo Wilfried Tsonga,Benjamin Becker,1
Philipp Kohlschreiber,Stephane Robert,,,Stephane Robert,Philipp Kohlschreiber,0
Albert Ramos,Fabio Fognini,,,Albert Ramos,Fabio Fognini,1
Jurgen Melzer,Roberto Bautista Agut,,,Roberto Bautista Agut,Jurgen Melzer,0
Ivo Karlovic,Steve Johnson,,,Ivo Karlovic,Steve Johnson,1
Damir Dzumhur,Nicolas Almagro,,,Nicolas Almagro,Damir Dzumhur,0
Karen Khachanov,Andreas Seppi,,,Karen Khachanov,Andreas Seppi,1
Nikoloz Basilashvili,Tomas Berdych,,,Tomas Berdych,Nikoloz Basilashvili,0
Andy Murray,John Isner,,,Andy Murray,John Isner,1
John Isner,Marin Cilic,,,Marin Cilic,John Isner,0
Andy Murray,Milos Raonic,,,Andy Murray,Milos Raonic,1
Marin Cilic,Novak Djokovic,,,Novak Djokovic,Marin Cilic,0
John Isner,Jack Sock,,,John Isner,Jack Sock,1
Milos Raonic,Jo Wilfried Tsonga,,,Jo Wilfried Tsonga,Milos Raonic,0
Andy Murray,Tomas Berdych,,,Andy Murray,Tomas Berdych,1
Novak Djokovic,Grigor Dimitrov,,,Grigor Dimitrov,Novak Djokovic,0
Marin Cilic,David Goffin,,,Marin Cilic,David Goffin,1
John Isner,Jan Lennard Struff,,,Jan Lennard Struff,John Isner,0
Jack Sock,Richard Gasquet,,,Jack Sock,Richard Gasquet,1
Jo Wilfried Tsonga,Kei Nishikori,,,Kei Nishikori,Jo Wilfried Tsonga,0
Milos Raonic,Pablo Cuevas,,,Milos Raonic,Pablo Cuevas,1
Tomas Berdych,Gilles Simon,,,Gilles Simon,Tomas Berdych,0
Andy Murray,Lucas Pouille,,,Andy Murray,Lucas Pouille,1
Novak Djokovic,Gilles Muller,,,Gilles Muller,Novak Djokovic,0
Grigor Dimitrov,Marcos Baghdatis,,,Grigor Dimitrov,Marcos Baghdatis,1
Marin Cilic,Ivo Karlovic,,,Ivo Karlovic,Marin Cilic,0
David Goffin,Nicolas Mahut,,,David Goffin,Nicolas Mahut,1
Jan Lennard Struff,Stanislas Wawrinka,,,Stanislas Wawrinka,Jan Lennard Struff,0
John Isner,David Ferrer,,,John Isner,David Ferrer,1
Richard Gasquet,Steve Johnson,,,Steve Johnson,Richard Gasquet,0
Jack Sock,Dominic Thiem,,,Jack Sock,Dominic Thiem,1
Kei Nishikori,Viktor Troicki,,,Viktor Troicki,Kei Nishikori,0
Jo Wilfried Tsonga,Albert Ramos,,,Jo Wilfried Tsonga,Albert Ramos,1
Pablo Cuevas,Paolo Lorenzi,,,Paolo Lorenzi,Pablo Cuevas,0
Milos Raonic,Pablo Carreno Busta,,,Milos Raonic,Pablo Carreno Busta,1
Tomas Berdych,Joao Sousa,,,Joao Sousa,Tomas Berdych,0
Gilles Simon,Roberto Bautista Agut,,,Gilles Simon,Roberto Bautista Agut,1
Lucas Pouille,Feliciano Lopez,,,Feliciano Lopez,Lucas Pouille,0
Andy Murray,Fernando Verdasco,,,Andy Murray,Fernando Verdasco,1
Gilles Muller,Nicolas Almagro,,,Nicolas Almagro,Gilles Muller,0
Marcos Baghdatis,Paul Henri Mathieu,,,Marcos Baghdatis,Paul Henri Mathieu,1
Ivo Karlovic,Dusan Lajovic,,,Dusan Lajovic,Ivo Karlovic,0
Nicolas Mahut,Martin Klizan,,,Nicolas Mahut,Martin Klizan,1
Jan Lennard Struff,Illya Marchenko,,,Illya Marchenko,Jan Lennard Struff,0
John Isner,Mischa Zverev,,,John Isner,Mischa Zverev,1
Steve Johnson,Guido Pella,,,Guido Pella,Steve Johnson,0
Jack Sock,Philipp Kohlschreiber,,,Jack Sock,Philipp Kohlschreiber,1
Viktor Troicki,Adrian Mannarino,,,Adrian Mannarino,Viktor Troicki,0
Albert Ramos,Stephane Robert,,,Albert Ramos,Stephane Robert,1
Paolo Lorenzi,Benoit Paire,,,Benoit Paire,Paolo Lorenzi,0
Pablo Carreno Busta,Fabio Fognini,,,Pablo Carreno Busta,Fabio Fognini,1
Joao Sousa,Andreas Seppi,,,Andreas Seppi,Joao Sousa,0
Gilles Simon,Julien Benneteau,,,Gilles Simon,Julien Benneteau,1
Feliciano Lopez,Pierre Hugues Herbert,,,Pierre Hugues Herbert,Feliciano Lopez,0
Fernando Verdasco,Robin Haase,,,Fernando Verdasco,Robin Haase,1
Andy Murray,Novak Djokovic,,,Novak Djokovic,Andy Murray,0
Andy Murray,Milos Raonic,,,Andy Murray,Milos Raonic,1
Novak Djokovic,Kei Nishikori,,,Kei Nishikori,Novak Djokovic,0
Andy Murray,Stanislas Wawrinka,,,Andy Murray,Stanislas Wawrinka,1
Andy Murray,Kei Nishikori,,,Kei Nishikori,Andy Murray,0
Andy Murray,Marin Cilic,,,Andy Murray,Marin Cilic,1
Kei Nishikori,Stanislas Wawrinka,,,Stanislas Wawrinka,Kei Nishikori,0
Stanislas Wawrinka,Marin Cilic,,,Stanislas Wawrinka,Marin Cilic,1
Marin Cilic,Kei Nishikori,,,Kei Nishikori,Marin Cilic,0
Novak Djokovic,Milos Raonic,,,Novak Djokovic,Milos Raonic,1
Novak Djokovic,David Goffin,,,David Goffin,Novak Djokovic,0
Novak Djokovic,Dominic Thiem,,,Novak Djokovic,Dominic Thiem,1
Milos Raonic,Dominic Thiem,,,Dominic Thiem,Milos Raonic,0
Dominic Thiem,Gael Monfils,,,Dominic Thiem,Gael Monfils,1
Milos Raonic,Gael Monfils,,,Gael Monfils,Milos Raonic,0
Emilio Gomez,Adam Hornby,,,Emilio Gomez,Adam Hornby,1
Ivan Endara,Darian King,,,Darian King,Ivan Endara,0
Emilio Gomez,Seanon Williams,,,Emilio Gomez,Seanon Williams,1
Ivan Endara,Adam Hornby,,,Adam Hornby,Ivan Endara,0
Emilio Gomez,Rogerio Dutra Silva,,,Emilio Gomez,Rogerio Dutra Silva,1
Thomaz Bellucci,Roberto Quiroz,,,Roberto Quiroz,Thomaz Bellucci,0
Thomaz Bellucci,Emilio Gomez,,,Thomaz Bellucci,Emilio Gomez,1
Santiago Giraldo,Nicolas Jarry,,,Nicolas Jarry,Santiago Giraldo,0
Gonzalo Lama,Alejandro Gonzalez,,,Gonzalo Lama,Alejandro Gonzalez,1
Gonzalo Lama,Santiago Giraldo,,,Santiago Giraldo,Gonzalo Lama,0
Hans Podlipnik Castillo,Jose Olivares,,,Hans Podlipnik Castillo,Jose Olivares,1
Gonzalo Lama,Jose Hernandez,,,Jose Hernandez,Gonzalo Lama,0
Christian Garin,Manuel Castellanos,,,Christian Garin,Manuel Castellanos,1
Gonzalo Lama,Jose Olivares,,,Jose Olivares,Gonzalo Lama,0
Ze Zhang,Farrukh Dustov,,,Ze Zhang,Farrukh Dustov,1
Denis Istomin,Di Wu,,,Di Wu,Denis Istomin,0
Ze Zhang,Denis Istomin,,,Ze Zhang,Denis Istomin,1
Farrukh Dustov,Di Wu,,,Di Wu,Farrukh Dustov,0
Ramkumar Ramanathan,Seong Chan Hong,,,Ramkumar Ramanathan,Seong Chan Hong,1
Saketh Myneni,Yong Kyu Lim,,,Yong Kyu Lim,Saketh Myneni,0
Rohan Bopanna,Hong Chung,,,Rohan Bopanna,Hong Chung,1
Yong Kyu Lim,Ramkumar Ramanathan,,,Ramkumar Ramanathan,Yong Kyu Lim,0
Seong Chan Hong,Jose Rubin Statham,,,Seong Chan Hong,Jose Rubin Statham,1
Hyeon Chung,Michael Venus,,,Michael Venus,Hyeon Chung,0
Hyeon Chung,Jose Rubin Statham,,,Hyeon Chung,Jose Rubin Statham,1
Ze Zhang,Aqeel Khan,,,Aqeel Khan,Ze Zhang,0
Di Wu,Yasir Khan,,,Di Wu,Yasir Khan,1
Di Wu,Mahammad Abid,,,Mahammad Abid,Di Wu,0
Ze Zhang,Yasir Khan,,,Ze Zhang,Yasir Khan,1
Feliciano Lopez,Marius Copil,,,Marius Copil,Feliciano Lopez,0
Roberto Bautista Agut,Adrian Ungur,,,Roberto Bautista Agut,Adrian Ungur,1
Roberto Bautista Agut,Florin Mergea,,,Florin Mergea,Roberto Bautista Agut,0
Pablo Carreno Busta,Adrian Ungur,,,Pablo Carreno Busta,Adrian Ungur,1
Peter Nagy,Dudi Sela,,,Dudi Sela,Peter Nagy,0
Marton Fucsovics,Amir Weintraub,,,Marton Fucsovics,Amir Weintraub,1
Edan Leshem,Gabor Borsos,,,Gabor Borsos,Edan Leshem,0
Amir Weintraub,Peter Nagy,,,Amir Weintraub,Peter Nagy,1
Andrej Martin,Peter Nagy,,,Peter Nagy,Andrej Martin,0
Jozef Kovalik,Marton Fucsovics,,,Jozef Kovalik,Marton Fucsovics,1
Joao Sousa,Gerald Melzer,,,Gerald Melzer,Joao Sousa,0
Dominic Thiem,Gastao Elias,,,Dominic Thiem,Gastao Elias,1
Dominic Thiem,Joao Sousa,,,Joao Sousa,Dominic Thiem,0
Dennis Novak,Pedro Sousa,,,Dennis Novak,Pedro Sousa,1
Marius Copil,Blaz Rola,,,Blaz Rola,Marius Copil,0
Adrian Ungur,Grega Zemlja,,,Adrian Ungur,Grega Zemlja,1
Blaz Rola,Adrian Ungur,,,Adrian Ungur,Blaz Rola,0
Marius Copil,Tomislav Ternar,,,Marius Copil,Tomislav Ternar,1
Andrey Rublev,Robin Haase,,,Robin Haase,Andrey Rublev,0
Teymuraz Gabashvili,Thiemo De Bakker,,,Teymuraz Gabashvili,Thiemo De Bakker,1
Konstantin Kravchuk,Robin Haase,,,Robin Haase,Konstantin Kravchuk,0
Matwe Middelkoop,Aslan Karatsev,,,Matwe Middelkoop,Aslan Karatsev,1
Andrey Kuznetsov,Isak Arvidsson,,,Isak Arvidsson,Andrey Kuznetsov,0
Teymuraz Gabashvili,Daniel Windahl,,,Teymuraz Gabashvili,Daniel Windahl,1
Teymuraz Gabashvili,Isak Arvidsson,,,Isak Arvidsson,Teymuraz Gabashvili,0
Konstantin Kravchuk,Daniel Windahl,,,Konstantin Kravchuk,Daniel Windahl,1
Illya Marchenko,Dennis Novak,,,Dennis Novak,Illya Marchenko,0
Sergiy Stakhovsky,Gerald Melzer,,,Sergiy Stakhovsky,Gerald Melzer,1
Jurgen Melzer,Illya Marchenko,,,Illya Marchenko,Jurgen Melzer,0
Sergiy Stakhovsky,Dennis Novak,,,Sergiy Stakhovsky,Dennis Novak,1
Marcelo Arevalo,Jordi Munoz Abreu,,,Jordi Munoz Abreu,Marcelo Arevalo,0
Ricardo Rodriguez,Alejandro Gonzalez,,,Ricardo Rodriguez,Alejandro Gonzalez,1
Marcelo Arevalo,Ricardo Rodriguez,,,Ricardo Rodriguez,Marcelo Arevalo,0
Luis David Martinez,Rafael Arevalo,,,Luis David Martinez,Rafael Arevalo,1
Lucas Gomez,Wilfredo Gonzalez,,,Wilfredo Gonzalez,Lucas Gomez,0
Hans Hach Verdugo,Christopher Diaz Figueroa,,,Hans Hach Verdugo,Christopher Diaz Figueroa,1
Christopher Diaz Figueroa,Lucas Gomez,,,Lucas Gomez,Christopher Diaz Figueroa,0
Wilfredo Gonzalez,Hans Hach Verdugo,,,Wilfredo Gonzalez,Hans Hach Verdugo,1
Ricardo Rodriguez,Bruno Britez,,,Bruno Britez,Ricardo Rodriguez,0
Luis David Martinez,Ayed Zatar,,,Luis David Martinez,Ayed Zatar,1
Ricardo Rodriguez,Francisco Yim Kim,,,Francisco Yim Kim,Ricardo Rodriguez,0
Miguel Angel Este,Hernando Jose Escurra Isnardi,,,Miguel Angel Este,Hernando Jose Escurra Isnardi,1
Mauricio Echazu,Luis Patino,,,Luis Patino,Mauricio Echazu,0
Nicolas Alvarez,Lucas Gomez,,,Nicolas Alvarez,Lucas Gomez,1
Mauricio Echazu,Lucas Gomez,,,Lucas Gomez,Mauricio Echazu,0
Nicolas Alvarez,Luis Patino,,,Nicolas Alvarez,Luis Patino,1
Mauricio Echazu,Jordi Munoz Abreu,,,Jordi Munoz Abreu,Mauricio Echazu,0
Nicolas Alvarez,Ricardo Rodriguez,,,Nicolas Alvarez,Ricardo Rodriguez,1
Ricardo Rodriguez,Mauricio Echazu,,,Mauricio Echazu,Ricardo Rodriguez,0
Nicolas Alvarez,Luis David Martinez,,,Nicolas Alvarez,Luis David Martinez,1
Sebastian Arcila,Alberto Emmanuel Alvarado Larin,,,Alberto Emmanuel Alvarado Larin,Sebastian Arcila,0
Marcelo Arevalo,Alex Diaz,,,Marcelo Arevalo,Alex Diaz,1
Marcelo Arevalo,Sebastian Arcila,,,Sebastian Arcila,Marcelo Arevalo,0
Ignacio Garcia,Sebastian Quiros,,,Ignacio Garcia,Sebastian Quiros,1
Jorge Brian Panta Herreros,Martin Cuevas,,,Martin Cuevas,Jorge Brian Panta Herreros,0
Mauricio Echazu,Santiago Maresca,,,Mauricio Echazu,Santiago Maresca,1
Martin Cuevas,Mauricio Echazu,,,Mauricio Echazu,Martin Cuevas,0
Juan Pablo Varillas Patino Samudio,Rodrigo Arus,,,Juan Pablo Varillas Patino Samudio,Rodrigo Arus,1
Jeson Patrombon,Abdulrahman Alawadhi,,,Abdulrahman Alawadhi,Jeson Patrombon,0
Ruben Gonzales,Mohammad Ghareeb,,,Ruben Gonzales,Mohammad Ghareeb,1
Jeson Patrombon,Abdulhamid Mubarak,,,Abdulhamid Mubarak,Jeson Patrombon,0
Francis Casey Alcantara,Ali Ghareeb,,,Francis Casey Alcantara,Ali Ghareeb,1
Harshana Godamanna,Puriwat Chatpatcharoen,,,Puriwat Chatpatcharoen,Harshana Godamanna,0
Pruchya Isarow,Sharmal Dissanayake,,,Pruchya Isarow,Sharmal Dissanayake,1
Sharmal Dissanayake,Puriwat Chatpatcharoen,,,Puriwat Chatpatcharoen,Sharmal Dissanayake,0
Pruchya Isarow,Harshana Godamanna,,,Pruchya Isarow,Harshana Godamanna,1
Mohd Assri Merzuki,Jui Chen Hung,,,Jui Chen Hung,Mohd Assri Merzuki,0
Liang Chi Huang,Syed Mohd Agil Syed Naguib,,,Liang Chi Huang,Syed Mohd Agil Syed Naguib,1
Liang Chi Huang,Mohd Assri Merzuki,,,Mohd Assri Merzuki,Liang Chi Huang,0
Jui Chen Hung,Hao Sheng Koay,,,Jui Chen Hung,Hao Sheng Koay,1
Ti Chen,Ruben Gonzales,,,Ruben Gonzales,Ti Chen,0
Liang Chi Huang,Francis Casey Alcantara,,,Liang Chi Huang,Francis Casey Alcantara,1
Ti Chen,Jeson Patrombon,,,Jeson Patrombon,Ti Chen,0
Kittipong Wachiramanowong,Tsung Hua Yang,,,Kittipong Wachiramanowong,Tsung Hua Yang,1
Kuan Yi Lee,Pruchya Isarow,,,Pruchya Isarow,Kuan Yi Lee,0
Tsung Hua Yang,Pruchya Isarow,,,Tsung Hua Yang,Pruchya Isarow,1
Kuan Yi Lee,Kittipong Wachiramanowong,,,Kittipong Wachiramanowong,Kuan Yi Lee,0
Christopher Rungkat,Minhtuan Pham,,,Christopher Rungkat,Minhtuan Pham,1
Nam Hoang Ly,Aditya Hari Sasongko,,,Aditya Hari Sasongko,Nam Hoang Ly,0
Christopher Rungkat,Nam Hoang Ly,,,Christopher Rungkat,Nam Hoang Ly,1
Thien Nguyen Hoang,Aditya Hari Sasongko,,,Aditya Hari Sasongko,Thien Nguyen Hoang,0
Kittipong Wachiramanowong,Nam Hoang Ly,,,Kittipong Wachiramanowong,Nam Hoang Ly,1
Pruchya Isarow,Thien Nguyen Hoang,,,Thien Nguyen Hoang,Pruchya Isarow,0
Pruchya Isarow,Minhtuan Pham,,,Pruchya Isarow,Minhtuan Pham,1
Kittipong Wachiramanowong,Dac Tien Nguyen,,,Dac Tien Nguyen,Kittipong Wachiramanowong,0
Mirza Basic,Anis Ghorbel,,,Mirza Basic,Anis Ghorbel,1
Malek Jaziri,Tomislav Brkic,,,Tomislav Brkic,Malek Jaziri,0
Mirza Basic,Malek Jaziri,,,Mirza Basic,Malek Jaziri,1
Frederik Nielsen,Yaraslau Shyla,,,Yaraslau Shyla,Frederik Nielsen,0
Ilya Ivashka,Andreas Bjerrehus,,,Ilya Ivashka,Andreas Bjerrehus,1
Ilya Ivashka,Frederik Nielsen,,,Frederik Nielsen,Ilya Ivashka,0
Egor Gerasimov,Benjamin Hannestad,,,Egor Gerasimov,Benjamin Hannestad,1
Cem Ilkel,Dimitar Kuzmanov,,,Dimitar Kuzmanov,Cem Ilkel,0
Marsel Ilhan,Alexandar Lazarov,,,Marsel Ilhan,Alexandar Lazarov,1
Marsel Ilhan,Dimitar Kuzmanov,,,Dimitar Kuzmanov,Marsel Ilhan,0
Alexandar Lazarov,Altug Celikbilek,,,Alexandar Lazarov,Altug Celikbilek,1
Egor Gerasimov,Karim Mohamed Maamoun,,,Karim Mohamed Maamoun,Egor Gerasimov,0
Ilya Ivashka,Mohamed Safwat,,,Ilya Ivashka,Mohamed Safwat,1
Egor Gerasimov,Mohamed Safwat,,,Mohamed Safwat,Egor Gerasimov,0
Jarkko Nieminen,Mikael Torpegaard,,,Jarkko Nieminen,Mikael Torpegaard,1
Frederik Nielsen,Harri Heliovaara,,,Harri Heliovaara,Frederik Nielsen,0
Jarkko Nieminen,Frederik Nielsen,,,Jarkko Nieminen,Frederik Nielsen,1
Mikael Torpegaard,Harri Heliovaara,,,Harri Heliovaara,Mikael Torpegaard,0
Christian Sigsgaard,Nikoloz Basilashvili,,,Christian Sigsgaard,Nikoloz Basilashvili,1
Frederik Nielsen,George Tsivadze,,,George Tsivadze,Frederik Nielsen,0
Benjamin Hannestad,Giorgi Javakhishvili,,,Benjamin Hannestad,Giorgi Javakhishvili,1
Christian Sigsgaard,Irakli Metreveli,,,Irakli Metreveli,Christian Sigsgaard,0
Ilya Ivashka,Martins Podzus,,,Ilya Ivashka,Martins Podzus,1
Yaraslau Shyla,Mikelis Libietis,,,Mikelis Libietis,Yaraslau Shyla,0
Ilya Ivashka,Janis Podzus,,,Ilya Ivashka,Janis Podzus,1
Yaraslau Shyla,Rudolfs Mednis,,,Rudolfs Mednis,Yaraslau Shyla,0
Damir Dzumhur,Lukas Mugevicius,,,Damir Dzumhur,Lukas Mugevicius,1
Mirza Basic,Laurynas Grigelis,,,Laurynas Grigelis,Mirza Basic,0
Tomislav Brkic,Tadas Babelis,,,Tomislav Brkic,Tadas Babelis,1
Nerman Fatic,Tomas Vaise,,,Tomas Vaise,Nerman Fatic,0
Viktor Durasovic,Laurynas Grigelis,,,Viktor Durasovic,Laurynas Grigelis,1
Ricardas Berankis,Casper Ruud,,,Casper Ruud,Ricardas Berankis,0
Ricardas Berankis,Viktor Durasovic,,,Ricardas Berankis,Viktor Durasovic,1
Casper Ruud,Lukas Mugevicius,,,Lukas Mugevicius,Casper Ruud,0
Laurynas Grigelis,Tucker Vorster,,,Laurynas Grigelis,Tucker Vorster,1
Lukas Mugevicius,Lloyd George Muirhead Harris,,,Lloyd George Muirhead Harris,Lukas Mugevicius,0
Laurynas Grigelis,Lloyd George Muirhead Harris,,,Laurynas Grigelis,Lloyd George Muirhead Harris,1
Tucker Vorster,Tadas Babelis,,,Tadas Babelis,Tucker Vorster,0
Martins Podzus,Romain Arneodo,,,Martins Podzus,Romain Arneodo,1
Mikelis Libietis,Benjamin Balleret,,,Benjamin Balleret,Mikelis Libietis,0
Lucas Catarina,Rudolfs Mednis,,,Lucas Catarina,Rudolfs Mednis,1
Benjamin Balleret,Martins Podzus,,,Martins Podzus,Benjamin Balleret,0
Tucker Vorster,Alex Knaff,,,Tucker Vorster,Alex Knaff,1
Lloyd George Muirhead Harris,Ugo Nastasi,,,Ugo Nastasi,Lloyd George Muirhead Harris,0
Tucker Vorster,Tom Diederich,,,Tucker Vorster,Tom Diederich,1
Lloyd George Muirhead Harris,Alex Knaff,,,Alex Knaff,Lloyd George Muirhead Harris,0
Damir Dzumhur,Cem Ilkel,,,Damir Dzumhur,Cem Ilkel,1
Marsel Ilhan,Mirza Basic,,,Mirza Basic,Marsel Ilhan,0
Damir Dzumhur,Marsel Ilhan,,,Damir Dzumhur,Marsel Ilhan,1
Jarkko Nieminen,Courtney John Lock,,,Courtney John Lock,Jarkko Nieminen,0
Harri Heliovaara,Takanyi Garanganga,,,Harri Heliovaara,Takanyi Garanganga,1
Takanyi Garanganga,Eero Vasa,,,Eero Vasa,Takanyi Garanganga,0
Harri Heliovaara,Courtney John Lock,,,Harri Heliovaara,Courtney John Lock,1
Marin Cilic,Federico Delbonis,,,Federico Delbonis,Marin Cilic,0
Juan Martin Del Potro,Ivo Karlovic,,,Juan Martin Del Potro,Ivo Karlovic,1
Juan Martin Del Potro,Marin Cilic,,,Marin Cilic,Juan Martin Del Potro,0
Federico Delbonis,Ivo Karlovic,,,Federico Delbonis,Ivo Karlovic,1
Guido Pella,Michal Przysiezny,,,Michal Przysiezny,Guido Pella,0
Leonardo Mayer,Hubert Hurkacz,,,Leonardo Mayer,Hubert Hurkacz,1
Leonardo Mayer,Michal Przysiezny,,,Michal Przysiezny,Leonardo Mayer,0
Hubert Hurkacz,Renzo Olivo,,,Hubert Hurkacz,Renzo Olivo,1
Gael Monfils,Frank Dancevic,,,Frank Dancevic,Gael Monfils,0
Gilles Simon,Vasek Pospisil,,,Gilles Simon,Vasek Pospisil,1
Richard Gasquet,Philip Bester,,,Philip Bester,Richard Gasquet,0
Jo Wilfried Tsonga,Frank Dancevic,,,Jo Wilfried Tsonga,Frank Dancevic,1
Marin Cilic,Kimmer Coppejans,,,Kimmer Coppejans,Marin Cilic,0
David Goffin,Borna Coric,,,David Goffin,Borna Coric,1
David Goffin,Marin Cilic,,,Marin Cilic,David Goffin,0
Borna Coric,Kimmer Coppejans,,,Borna Coric,Kimmer Coppejans,1
Richard Gasquet,Borna Coric,,,Borna Coric,Richard Gasquet,0
Marin Cilic,Lucas Pouille,,,Marin Cilic,Lucas Pouille,1
Marin Cilic,Richard Gasquet,,,Richard Gasquet,Marin Cilic,0
Lucas Pouille,Marin Draganja,,,Lucas Pouille,Marin Draganja,1
Lukas Rosol,Jo Wilfried Tsonga,,,Jo Wilfried Tsonga,Lukas Rosol,0
Lucas Pouille,Jiri Vesely,,,Lucas Pouille,Jiri Vesely,1
Jo Wilfried Tsonga,Jiri Vesely,,,Jiri Vesely,Jo Wilfried Tsonga,0
Juan Martin Del Potro,Andy Murray,,,Juan Martin Del Potro,Andy Murray,1
Guido Pella,Kyle Edmund,,,Kyle Edmund,Guido Pella,0
Andy Murray,Guido Pella,,,Andy Murray,Guido Pella,1
Leonardo Mayer,Daniel Evans,,,Daniel Evans,Leonardo Mayer,0
Andy Murray,Taro Daniel,,,Andy Murray,Taro Daniel,1
Kei Nishikori,Daniel Evans,,,Daniel Evans,Kei Nishikori,0
Andy Murray,Kei Nishikori,,,Andy Murray,Kei Nishikori,1
Kyle Edmund,Janko Tipsarevic,,,Janko Tipsarevic,Kyle Edmund,0
Dusan Lajovic,James Ward,,,Dusan Lajovic,James Ward,1
Kyle Edmund,Dusan Lajovic,,,Dusan Lajovic,Kyle Edmund,0
Janko Tipsarevic,James Ward,,,Janko Tipsarevic,James Ward,1
Philipp Kohlschreiber,Lukas Rosol,,,Lukas Rosol,Philipp Kohlschreiber,0
Tomas Berdych,Alexander Zverev,,,Tomas Berdych,Alexander Zverev,1
Philipp Kohlschreiber,Tomas Berdych,,,Tomas Berdych,Philipp Kohlschreiber,0
Lukas Rosol,Alexander Zverev,,,Lukas Rosol,Alexander Zverev,1
Federico Delbonis,Andreas Seppi,,,Andreas Seppi,Federico Delbonis,0
Fabio Fognini,Juan Monaco,,,Fabio Fognini,Juan Monaco,1
Federico Delbonis,Fabio Fognini,,,Fabio Fognini,Federico Delbonis,0
